0.247538	0.485242	0.267220	
0.275476	0.457867	0.266657	
0.328913	0.407570	0.263517	
0.388373	0.352231	0.259395	
0.443327	0.301403	0.255271	
0.490114	0.258290	0.251596	
0.528553	0.222947	0.248500	
0.559742	0.194305	0.245953	
0.585026	0.171095	0.243879	
0.605641	0.152175	0.242184	
0.622619	0.136617	0.240763	
0.636763	0.123703	0.239534	
0.648659	0.112888	0.238453	
0.658750	0.103761	0.237489	
0.667385	0.096002	0.236614	
0.674835	0.089360	0.235805	
0.681310	0.083644	0.235045	
0.686984	0.078702	0.234313	
0.692010	0.074427	0.233563	
0.696507	0.070747	0.232747	
0.700553	0.067583	0.231864	
0.704202	0.064855	0.230943	
0.707496	0.062499	0.230005	
0.710469	0.060463	0.229068	
0.713154	0.058703	0.228143	
0.715580	0.057183	0.227237	
0.717776	0.055872	0.226352	
0.719772	0.054744	0.225484	
0.721593	0.053776	0.224630	
0.723249	0.052950	0.223800	
0.724746	0.052254	0.223000	
0.726096	0.051676	0.222228	
0.727316	0.051205	0.221480	
0.728423	0.050827	0.220750	
0.729429	0.050529	0.220042	
0.730336	0.050296	0.219368	
0.731143	0.050120	0.218737	
0.731854	0.049995	0.218151	
0.732476	0.049914	0.217610	
0.733017	0.049871	0.217112	
0.733489	0.049858	0.216652	
0.733906	0.049871	0.216222	
0.734279	0.049906	0.215815	
0.734612	0.049958	0.215431	
0.734910	0.050016	0.215074	
0.735180	0.050074	0.214746	
0.735429	0.050126	0.214445	
0.735660	0.050167	0.214173	
0.735871	0.050197	0.213933	
0.736061	0.050217	0.213722	
0.736237	0.050232	0.213531	
0.736399	0.050242	0.213360	
0.736546	0.050244	0.213210	
0.736701	0.050232	0.213067	
0.736904	0.050199	0.212897	
0.737168	0.050144	0.212688	
0.737482	0.050071	0.212447	
0.737835	0.049983	0.212181	
0.738218	0.049883	0.211899	
0.738621	0.049773	0.211607	
0.739036	0.049654	0.211310	
0.739454	0.049528	0.211018	
0.739863	0.049397	0.210740	
0.740247	0.049264	0.210489	
0.740589	0.049135	0.210276	
0.740876	0.049015	0.210109	
0.741095	0.048910	0.209995	
0.741239	0.048819	0.209942	
0.741306	0.048740	0.209954	
0.741304	0.048668	0.210028	
0.741242	0.048598	0.210159	
0.741128	0.048524	0.210347	
0.740968	0.048441	0.210591	
0.740763	0.048346	0.210891	
0.740513	0.048242	0.211245	
0.740229	0.048129	0.211642	
0.739930	0.048006	0.212064	
0.739637	0.047870	0.212493	
0.739369	0.047719	0.212912	
0.739140	0.047554	0.213307	
0.738955	0.047375	0.213670	
0.738820	0.047185	0.213995	
0.738739	0.046985	0.214276	
0.738712	0.046779	0.214509	
0.738749	0.046563	0.214687	
0.738867	0.046336	0.214797	
0.739075	0.046094	0.214832	
0.739372	0.045834	0.214794	
0.739764	0.045554	0.214682	
0.740246	0.045256	0.214497	
0.740802	0.044951	0.214247	
0.741412	0.044645	0.213942	
0.742061	0.044343	0.213596	
0.742736	0.044045	0.213219	
0.743430	0.043758	0.212812	
0.744137	0.043483	0.212381	
0.744844	0.043226	0.211930	
0.745547	0.042992	0.211461	
0.746230	0.042783	0.210987	
0.746878	0.042601	0.210521	
0.747483	0.042447	0.210070	
0.748037	0.042324	0.209639	
0.748541	0.042229	0.209229	
0.748999	0.042161	0.208841	
0.749409	0.042117	0.208474	
0.749770	0.042099	0.208131	
0.750071	0.042114	0.207815	
0.750303	0.042168	0.207529	
0.750474	0.042257	0.207269	
0.750599	0.042376	0.207025	
0.750693	0.042523	0.206785	
0.750789	0.042686	0.206524	
0.750922	0.042856	0.206222	
0.751110	0.043025	0.205864	
0.751362	0.043199	0.205438	
0.751678	0.043390	0.204932	
0.752052	0.043608	0.204340	
0.752477	0.043862	0.203661	
0.752941	0.044154	0.202904	
0.753439	0.044485	0.202076	
0.753966	0.044853	0.201181	
0.754517	0.045257	0.200226	
0.755087	0.045690	0.199223	
0.755665	0.046150	0.198185	
0.756251	0.046632	0.197117	
0.756860	0.047126	0.196014	
0.757496	0.047622	0.194882	
0.758160	0.048113	0.193727	
0.758845	0.048593	0.192561	
0.759539	0.049060	0.191401	
0.760233	0.049512	0.190254	
0.760930	0.049944	0.189125	
0.761633	0.050351	0.188017	
0.762338	0.050730	0.186931	
0.763042	0.051085	0.185873	
0.763736	0.051418	0.184846	
0.764412	0.051734	0.183854	
0.765060	0.052037	0.182902	
0.765665	0.052328	0.182006	
0.766211	0.052603	0.181186	
0.766672	0.052862	0.180466	
0.767017	0.053111	0.179872	
0.767196	0.053364	0.179440	
0.767158	0.053643	0.179199	
0.766897	0.053954	0.179149	
0.766440	0.054295	0.179265	
0.765809	0.054661	0.179531	
0.765023	0.055047	0.179931	
0.764100	0.055452	0.180448	
0.763057	0.055878	0.181065	
0.761916	0.056318	0.181766	
0.760691	0.056772	0.182537	
0.759382	0.057243	0.183376	
0.757975	0.057741	0.184284	
0.756461	0.058277	0.185262	
0.754834	0.058855	0.186311	
0.753091	0.059476	0.187433	
0.751225	0.060140	0.188636	
0.749230	0.060840	0.189930	
0.747107	0.061568	0.191325	
0.744867	0.062313	0.192819	
0.742535	0.063065	0.194399	
0.740146	0.063815	0.196039	
0.737737	0.064555	0.197708	
0.735342	0.065279	0.199379	
0.732985	0.065979	0.201037	
0.730693	0.066646	0.202661	
0.728505	0.067273	0.204222	
0.726447	0.067855	0.205698	
0.724531	0.068388	0.207081	
0.722769	0.068867	0.208364	
0.721180	0.069283	0.209537	
0.719779	0.069628	0.210593	
0.718581	0.069898	0.211520	
0.717600	0.070091	0.212308	
0.716835	0.070205	0.212960	
0.716275	0.070239	0.213486	
0.715926	0.070196	0.213877	
0.715808	0.070082	0.214111	
0.715904	0.069902	0.214194	
0.716182	0.069667	0.214151	
0.716615	0.069389	0.213997	
0.717173	0.069076	0.213751	
0.717825	0.068739	0.213436	
0.718544	0.068387	0.213069	
0.719313	0.068028	0.212659	
0.720117	0.067667	0.212216	
0.720933	0.067309	0.211758	
0.721722	0.066963	0.211315	
0.722445	0.066632	0.210923	
0.723068	0.066311	0.210620	
0.723558	0.065998	0.210443	
0.723892	0.065698	0.210410	
0.724064	0.065413	0.210523	
0.724069	0.065147	0.210784	
0.723900	0.064901	0.211199	
0.723566	0.064677	0.211756	
0.723090	0.064475	0.212436	
0.722495	0.064292	0.213214	
0.721804	0.064131	0.214065	
0.721036	0.063994	0.214970	
0.720207	0.063882	0.215912	
0.719321	0.063799	0.216880	
0.718372	0.063750	0.217878	
0.717358	0.063738	0.218903	
0.716295	0.063764	0.219941	
0.715202	0.063826	0.220973	
0.714095	0.063920	0.221986	
0.712986	0.064045	0.222969	
0.711882	0.064204	0.223914	
0.710797	0.064393	0.224810	
0.709759	0.064598	0.225642	
0.708818	0.064811	0.226371	
0.708031	0.065021	0.226947	
0.707412	0.065224	0.227364	
0.706939	0.065418	0.227643	
0.706599	0.065605	0.227797	
0.706382	0.065781	0.227837	
0.706282	0.065946	0.227772	
0.706291	0.066099	0.227611	
0.706394	0.066239	0.227367	
0.706584	0.066368	0.227048	
0.706859	0.066482	0.226659	
0.707212	0.066578	0.226210	
0.707627	0.066656	0.225718	
0.708091	0.066718	0.225191	
0.708602	0.066763	0.224635	
0.709156	0.066790	0.224054	
0.709751	0.066798	0.223451	
0.710387	0.066784	0.222829	
0.711057	0.066742	0.222201	
0.711754	0.066668	0.221578	
0.712471	0.066562	0.220967	
0.713197	0.066431	0.220372	
0.713927	0.066279	0.219793	
0.714655	0.066112	0.219233	
0.715384	0.065925	0.218691	
0.716121	0.065716	0.218163	
0.716871	0.065486	0.217643	
0.717628	0.065235	0.217137	
0.718381	0.064965	0.216655	
0.719121	0.064676	0.216203	
0.719848	0.064366	0.215786	
0.720556	0.064034	0.215410	
0.721248	0.063677	0.215075	
0.721934	0.063293	0.214773	
0.722622	0.062881	0.214497	
0.723311	0.062439	0.214249	
0.724030	0.061960	0.214010	
0.724843	0.061431	0.213726	
0.725770	0.060851	0.213379	
0.726795	0.060230	0.212975	
0.727897	0.059580	0.212522	
0.729058	0.058914	0.212028	
0.730266	0.058240	0.211494	
0.731512	0.057562	0.210925	
0.732789	0.056886	0.210324	
0.734101	0.056220	0.209679	
0.735447	0.055572	0.208980	
0.736809	0.054952	0.208238	
0.738172	0.054367	0.207461	
0.739532	0.053818	0.206650	
0.740889	0.053308	0.205803	
0.742240	0.052843	0.204916	
0.743584	0.052425	0.203991	
0.744913	0.052058	0.203029	
0.746222	0.051745	0.202033	
0.747504	0.051489	0.201008	
0.748751	0.051284	0.199965	
0.749954	0.051127	0.198919	
0.751102	0.051012	0.197886	
0.752193	0.050932	0.196875	
0.753230	0.050879	0.195890	
0.754216	0.050847	0.194937	
0.755143	0.050828	0.194028	
0.756002	0.050816	0.193183	
0.756781	0.050803	0.192417	
0.757479	0.050788	0.191733	
0.758103	0.050768	0.191129	
0.758652	0.050741	0.190607	
0.759118	0.050705	0.190177	
0.759496	0.050659	0.189845	
0.759791	0.050607	0.189602	
0.759985	0.050548	0.189467	
0.760042	0.050475	0.189483	
0.759957	0.050387	0.189656	
0.759750	0.050286	0.189964	
0.759444	0.050171	0.190384	
0.759053	0.050047	0.190900	
0.758587	0.049915	0.191497	
0.758060	0.049782	0.192158	
0.757482	0.049646	0.192872	
0.756867	0.049505	0.193628	
0.756223	0.049362	0.194415	
0.755548	0.049222	0.195229	
0.754843	0.049091	0.196066	
0.754109	0.048978	0.196913	
0.753351	0.048893	0.197756	
0.752572	0.048839	0.198589	
0.751792	0.048816	0.199392	
0.751047	0.048818	0.200135	
0.750388	0.048831	0.200782	
0.749869	0.048838	0.201293	
0.749507	0.048831	0.201661	
0.749291	0.048808	0.201901	
0.749213	0.048771	0.202016	
0.749264	0.048723	0.202012	
0.749439	0.048669	0.201892	
0.749729	0.048618	0.201653	
0.750127	0.048576	0.201297	
0.750629	0.048548	0.200823	
0.751234	0.048532	0.200234	
0.751928	0.048526	0.199546	
0.752688	0.048530	0.198782	
0.753489	0.048543	0.197968	
0.754306	0.048567	0.197128	
0.755124	0.048600	0.196276	
0.755929	0.048640	0.195431	
0.756671	0.048684	0.194645	
0.757276	0.048736	0.193988	
0.757721	0.048794	0.193485	
0.758021	0.048860	0.193118	
0.758191	0.048935	0.192873	
0.758248	0.049015	0.192737	
0.758205	0.049096	0.192699	
0.758073	0.049180	0.192747	
0.757861	0.049267	0.192872	
0.757573	0.049358	0.193069	
0.757222	0.049445	0.193333	
0.756830	0.049520	0.193650	
0.756413	0.049572	0.194015	
0.755981	0.049590	0.194429	
0.755532	0.049569	0.194899	
0.755058	0.049509	0.195433	
0.754552	0.049414	0.196035	
0.754003	0.049290	0.196708	
0.753402	0.049142	0.197455	
0.752745	0.048978	0.198277	
0.752034	0.048800	0.199166	
0.751280	0.048612	0.200107	
0.750494	0.048417	0.201089	
0.749679	0.048220	0.202101	
0.748831	0.048026	0.203143	
0.747945	0.047841	0.204214	
0.747027	0.047669	0.205304	
0.746104	0.047509	0.206387	
0.745212	0.047356	0.207432	
0.744392	0.047205	0.208403	
0.743682	0.047052	0.209266	
0.743113	0.046892	0.209995	
0.742706	0.046716	0.210578	
0.742473	0.046518	0.211009	
0.742419	0.046291	0.211290	
0.742541	0.046032	0.211427	
0.742803	0.045741	0.211456	
0.743144	0.045422	0.211434	
0.743527	0.045079	0.211395	
0.743935	0.044717	0.211348	
0.744352	0.044345	0.211303	
